Princípio Ativo,Detentor Registro,Nome Comercial,Registro,Concentracao,FormaFarmaceutica,Data Inclusao Lista Referência,Data Atualização Bulário,Acesso Bulário
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,300mcg,com,05/08/2015,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,"12,5mcg",com,30/11/2015,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,"37,5mcg",com,30/11/2015,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,"62,5mcg",com,30/11/2015,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Abbott,SYNTHROID,105530329,137mg,com,12/11/2012,2025-01-17T12:28:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530329
lidocaína,Grünenthal do Brasil,TOPERMA,186100002,700mg,empl,25/05/2016,2025-04-23T15:22:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186100002
lidocaína (cloridrato),Cristália,XYLESTESIN,102980357,20mg/mL,sol inj,28/09/2016,2022-11-10T10:58:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980357
lidocaína (cloridrato),Cristália,XYLESTESIN,102980357,10mg/ml,sol inj,18/09/2017,2022-11-10T10:58:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980357
lidocaína (cloridrato),Cristália,XYLESTESIN,102980357,20mg/g,gel,05/02/2025,2022-11-10T10:58:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980357
lidocaína base,Aché,DERMOMAX,105730589,40mg/g,crem derm,12/11/2012,2025-03-10T16:10:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730589
lidocaína base,Cristália,XYLESTESIN,102980357,100mg/ml,sol derm,15/04/2013,2022-11-10T10:58:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980357
lidocaína base,Aspen Pharma,XYLOCAÍNA,137640158,50mg/g,pom derm,12/11/2012,2025-04-28T08:53:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640158
limeciclina,Galderma,TETRALYSAL,129160022,150mg,cap dura,12/11/2012,2025-04-24T10:26:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=129160022
limeciclina,Galderma,TETRALYSAL,129160022,300mg,cap dura,12/11/2012,2025-04-24T10:26:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=129160022
linagliptina,Boehringer Ingelheim,TRAYENTA,103670167,5 mg,com rev,22/04/2013,2025-05-13T17:17:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670167
linezolida,Dr. Reddy’s,LINEZOLIDA,151430048,600 mg,com rev,03/06/2022,2025-02-04T11:14:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=151430048
linezolida,Wyeth,ZYVOX,121100430,2 mg/mL,sol inj infus,12/11/2012,2025-01-20T14:00:42.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100430
lisdexanfetamina (dimesilato),Takeda,VENVANSE,106390304,30 mg,cap dura,23/07/2013,2025-04-24T16:49:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390304
lisdexanfetamina (dimesilato),Takeda,VENVANSE,106390304,50 mg,cap dura,23/07/2013,2025-04-24T16:49:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390304
lisdexanfetamina (dimesilato),Takeda,VENVANSE,106390304,70 mg,cap dura,23/07/2013,2025-04-24T16:49:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390304
lisdexanfetamina (dimesilato),EMS S/A,LYBERDIA GOTAS,102351437,40mg/mL,sol gotas,09/09/2024,2024-08-29T16:23:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351437
lisinopril,Sanofi Medley,LISINOPRIL,183260198,10 mg,com,12/04/2024,2021-08-18T10:51:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260198
lisinopril,Sanofi Medley,LISINOPRIL,183260198,20 mg,com,12/04/2024,2021-08-18T10:51:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260198
lítio (carbonato),Eurofarma,CARBOLITIUM,100430518,300 mg,com rev,12/11/2012,2024-10-25T12:45:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430518
lítio (carbonato),Eurofarma,CARBOLITIUM CR,100430518,450 mg,com rev lib prol,12/11/2012,2024-10-25T12:45:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430518
lodenafila (carbonato),Cristália,HELLEVA,102980366,80 mg,com,05/04/2024,2020-06-05T12:21:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980366
loperamida (cloridrato),Johnson & Johnson,IMOSEC,157211211,2 mg,com,12/11/2012,2025-05-28T16:48:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=157211211
losartana potássica,Aché,CORUS,105730593,25 mg,com rev,16/06/2023,2025-02-24T12:24:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730593
loratadina,Bayer,CLARITIN,170560110,10 mg,com,12/11/2012,2024-08-20T08:53:10.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560110
loratadina,Aché,LORATADINA,105730625,1 mg/mL,xpe,01/09/2023,2021-06-08T16:44:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730625
lorazepam,Wyeth,LORAX,121100035,1 mg,com,12/11/2012,2024-05-21T14:25:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100035
lorazepam,Wyeth,LORAX,121100035,2 mg,com,12/11/2012,2024-05-21T14:25:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100035
lorlatinibe,Pfizer,LORBRENA,121100476,25 mg,com rev,08/11/2024,2024-08-23T11:26:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100476
lorlatinibe,Pfizer,LORBRENA,121100476,100 mg,com rev,08/11/2024,2024-08-23T11:26:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100476
lornoxicam,Biolab Sanus,XEFO,109740216,8 mg,com rev,29/10/2015,2021-04-20T12:43:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740216
losartana potássica,Organon,COZAAR,100290007,50 mg,com rev,12/11/2012,2025-04-24T16:50:59.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290007
losartana potássica,Organon,COZAAR,100290007,100 mg,com rev,12/11/2012,2025-04-24T16:50:59.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290007
loteprednol (etabonato),Baush & Lomb,LOTEPROL,119610007,5 mg/ml,sus oft,12/11/2012,2020-11-30T11:38:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=119610007
loxoprofeno sódico,Daiichi Sankyo,LOXONIN,104540159,60 mg,com,29/12/2015,2025-05-13T15:22:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540159
loxoprofeno sódico,Daiichi Sankyo,LOXONIN FLEX,104540188,100mg,ades transd,03/06/2022,2024-05-29T16:18:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540188
lurasidona (cloridrato),Daiichi Sankyo,LATUDA,104540184,20mg,com rev,15/06/2018,2025-04-22T13:39:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540184
lurasidona (cloridrato),Daiichi Sankyo,LATUDA,104540184,40mg,com rev,15/06/2018,2025-04-22T13:39:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540184
lurasidona (cloridrato),Daiichi Sankyo,LATUDA,104540184,80mg,com rev,15/06/2018,2025-04-22T13:39:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540184
manidipino (dicloridrato),Chiesi,MANIVASC,100580089,10mg,com,12/11/2012,2024-10-25T11:37:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580089
manidipino (dicloridrato),Chiesi,MANIVASC,100580089,20mg,com,12/11/2012,2024-10-25T11:37:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580089
maraviroque,Glaxosmithkline,CELSENTRI,101070283,150mg,com rev,30/04/2013,2025-05-06T10:34:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070283
maraviroque,Glaxosmithkline,CELSENTRI,101070283,300mg,com rev,30/04/2013,2025-05-06T10:34:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070283
maribavir,Takeda,LIVTENCITY,106390309,200mg,com rev,14/04/2025,2024-07-18T13:51:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390309
mebendazol,Natulab,HELMILAB,138410036,20mg/mL,sus or,06/08/2021,2022-04-01T10:55:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=138410036
mebeverina (cloridrato),Abbott,DUSPATALIN,105530353,200mg,cap lib prol,12/11/2012,2025-02-20T16:01:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530353
meclozina (cloridrato),Apsen Farmacêutica,MECLIN,101180165,25mg,com,12/11/2012,2025-05-05T13:21:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180165
meclozina (cloridrato),Apsen Farmacêutica,MECLIN,101180165,50mg,com,12/11/2012,2025-05-05T13:21:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180165
meclozina (dicloridrato),Apsen Farmacêutica,MECLIN JET,10180638,25mg,com mast,08/11/2024,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=10180638
meclozina (dicloridrato),Apsen Farmacêutica,MECLIN JET,101180638,50mg,com mast,08/11/2024,2025-02-04T09:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180638
medroxiprogesterona (acetato),Wyeth,DEPO-PROVERA,121100367,150mg/mL,sus inj,12/11/2012,2024-07-22T08:50:33.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100367
medroxiprogesterona (acetato),Pfizer,PROVERA,102160196,"2,5mg",com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160196
medroxiprogesterona (acetato),Pfizer,PROVERA,102160196,5mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160196
medroxiprogesterona (acetato),Pfizer,PROVERA,102160196,10mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160196
"mefenâmico, ácido",Pfizer,PONSTAN,102160093,500mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160093
megestrol (acetato),Bergamo,FEMIGESTROL,106460123,160 mg,com,26/09/2018,2024-05-17T14:29:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106460123
meglumina (antimoniato),Sanofi Medley,GLUCANTIME,183260322,300mg/mL,sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260322
melfalana,Aspen Pharma,ALKERAN,137640150,2 mg,com rev,12/11/2012,2025-05-30T10:17:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640150
melfalana,Aspen Pharma,ALKERAN,137640150,50mg/10mL,po liof sol inj,12/11/2012,2025-05-30T10:17:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640150
meloxicam,Cristália,BIOFLAC,102980289,15mg,com,07/08/2020,2025-05-16T08:45:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980289
meloxicam,Eurofarma,MELOXICAM,100430039,"7,5mg",com,27/08/2018,2024-07-05T10:32:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430039
meloxicam,Eurofarma,MELOXICAM,100430037,10mg/ml,sol inj,01/09/2023,2023-01-04T15:00:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430037
memantina (cloridrato),Apsen Farmacêutica,ALOIS,101180615,10mg/mL,sol or,15/05/2018,2020-11-17T11:23:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180615
memantina (cloridrato),Lundbeck,EBIX,104750050,10mg,com rev,12/11/2012,2021-04-20T18:16:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750050
memantina (cloridrato),Lundbeck,EBIX,104750050,20mg,com rev,29/01/2016,2021-04-20T18:16:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750050
memantina (cloridrato),EMS S/A,MORIALE ODT,102351324,5mg,com orodisp,17/06/2020,2022-08-24T13:42:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351324
memantina (cloridrato),EMS S/A,MORIALE ODT,102351324,10mg,com orodisp,17/06/2020,2022-08-24T13:42:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351324
mepivacaína (cloridrato),DLA Pharmaceutical Ltda,MEPIVALEM 3%,109930008,30mg/mL,sol inj,02/02/2018,2025-03-12T11:39:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109930008
mercaptopurina,Aspen Pharma,PURINETHOL,137640133,50mg,com,12/11/2012,2025-03-17T13:03:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640133
meropeném triidratado,Eurofarma,MEROMAX,100431008,2g,po sol inj,12/11/2012,2023-07-05T15:23:10.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431008
meropeném triidratado,Wyeth,MERONEM IV,121100433,500mg/10mL,po sol inj,12/11/2012,2024-12-09T10:12:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100433
meropeném triidratado,Wyeth,MERONEM IV,121100433,1000mg/20mL,po sol inj,12/11/2012,2024-12-09T10:12:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100433
mesalazina,Takeda,MESACOL,106390248,500mg,sup ret,12/11/2012,2025-03-09T21:42:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390248
mesalazina,Takeda,MESACOL,106390200,250mg,sup ret,08/04/2022,2025-04-30T16:17:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390200
mesalazina,Nycomed,MESACOL,106390248,800mg,com rev lib retard,12/11/2012,2025-03-09T21:42:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390248
mesalazina,Nycomed,MESACOL,106390248,1200mg,com lib mod,31/10/2019,2025-03-09T21:42:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390248
mesalazina,Brainfarma,MESALAZINA,155840259,400mg,com rev,02/08/2013,2025-03-25T16:52:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=155840259
mesalazina,Ferring,PENTASA,128760002,1000mg,sup ret,12/11/2012,2025-01-13T16:55:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=128760002
mesalazina,Ferring,PENTASA,128760002,500mg,com lib prol,12/11/2012,2025-01-13T16:55:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=128760002
mesalazina,Ferring,PENTASA,128760002,1g,gran lib prol,26/10/2021,2025-01-13T16:55:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=128760002
mesalazina,Ferring,PENTASA,128760002,2g,gran lib prol,26/10/2021,2025-01-13T16:55:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=128760002
mesalazina,Ferring,PENTASA ENEMA,128760002,10mg/mL,enema ret,12/11/2012,2025-01-13T16:55:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=128760002
mesna,Baxter,MITEXAN,106830170,100mg/mL,sol inj,30/08/2017,2024-10-22T13:02:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106830170
metadona (cloridrato),Cristália,MYTEDOM,102980138,10mg/mL,sol inj,18/09/2017,2021-03-08T12:27:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980138
metadona (cloridrato),Cristália,MYTEDOM,102980138,5mg,com,21/12/2018,2021-03-08T12:27:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980138
metadona (cloridrato),Cristália,MYTEDOM,102980138,10mg,com,21/12/2018,2021-03-08T12:27:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980138
metformina (cloridrato),Merck S/A,GLIFAGE,100890193,500mg,com rev,12/11/2012,2021-08-27T15:59:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890193
metformina (cloridrato),Merck S/A,GLIFAGE,100890193,850mg,com rev,12/11/2012,2021-08-27T15:59:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890193
metformina (cloridrato),Merck S/A,GLIFAGE,100890193,1000mg,com rev,12/11/2012,2021-08-27T15:59:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890193
metformina (cloridrato),Merck S/A,GLIFAGE XR,100890340,500mg,com lib prol,12/11/2012,2023-09-19T17:21:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890340
metformina (cloridrato),Merck S/A,GLIFAGE XR,100890340,750mg,com lib prol,12/11/2012,2023-09-19T17:21:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890340
metformina (cloridrato),Merck S/A,GLIFAGE XR,100890340,850mg,com lib prol,11/06/2021,2023-09-19T17:21:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890340
metformina (cloridrato),Merck S/A,GLIFAGE XR,100890340,1000mg,com lib prol,12/11/2012,2023-09-19T17:21:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890340
metildopa,Aspen Pharma,ALDOMET,137640117,250mg,com rev,12/11/2012,2025-02-07T09:10:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640117
metildopa,Aspen Pharma,ALDOMET,137640117,500mg,com rev,12/11/2012,2025-02-07T09:10:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640117
metilergometrina (maleato),União Química,ERGOMETRIN,104970126,"0,2mg/mL",sol inj,09/07/2021,2022-02-25T14:50:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104970126
metilfenidato (cloridrato),Janssen-Cilag,CONCERTA,112363357,18mg,com rev lib prol,12/11/2012,2024-08-26T07:20:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363357
metilfenidato (cloridrato),Janssen-Cilag,CONCERTA,112363357,36mg,com rev lib prol,12/11/2012,2024-08-26T07:20:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363357
metilfenidato (cloridrato),Janssen-Cilag,CONCERTA,112363357,54mg,com rev lib prol,12/11/2012,2024-08-26T07:20:04.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363357
metilfenidato (cloridrato),Novartis Biociências,RITALINA,100680080,10mg,com,12/11/2012,2025-04-24T16:01:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680080
metilfenidato (cloridrato),Novartis Biociências,RITALINA LA,100680080,10mg,cap dura lib mod,12/11/2012,2025-04-24T16:01:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680080
metilfenidato (cloridrato),Novartis Biociências,RITALINA LA,100680080,20mg,cap dura lib mod,12/11/2012,2025-04-24T16:01:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680080
metilfenidato (cloridrato),Novartis Biociências,RITALINA LA,100680080,30mg,cap dura lib mod,12/11/2012,2025-04-24T16:01:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680080
metilfenidato (cloridrato),Novartis Biociências,RITALINA LA,100680080,40mg,cap dura lib mod,12/11/2012,2025-04-24T16:01:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680080
metilprednisolona (aceponato),Leo Pharma,ADVANTAN,185690010,1mg/g,crem derm,12/11/2012,2024-03-22T08:16:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690010
metilprednisolona (aceponato),Leo Pharma,ADVANTAN,185690010,1mg/g,emu derm,11/05/2017,2024-03-22T08:16:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690010
metilprednisolona (aceponato),Leo Pharma,ADVANTAN,185690010,1mg/g,sol derm,11/05/2017,2024-03-22T08:16:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690010
metilprednisolona (acetato),Pfizer,DEPO MEDROL,102160126,40mg/mL,sus inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160126
metoclopramida (cloridrato),Teuto,"CLORIDRATO DE
METOCLOPRAMIDA",103700281,5mg/ml,sol inj,30/10/2018,2025-02-12T09:40:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103700281
metoclopramida (cloridrato),Teuto,"CLORIDRATO DE
METOCLOPRAMIDA",103700281,4mg/ml,sol or,30/10/2018,2025-02-12T09:40:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103700281
metoclopramida (cloridrato),Sanofi Medley,PLASIL,183260318,10mg,com,12/11/2012,2024-11-07T08:16:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260318
metoprolol (succinato),Astrazeneca,SELOZOK,116180077,25mg,com rev lib prol,12/11/2012,2025-04-11T07:30:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180077
metoprolol (succinato),Astrazeneca,SELOZOK,116180077,50mg,com rev lib prol,12/11/2012,2025-04-11T07:30:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180077
metoprolol (succinato),Astrazeneca,SELOZOK,116180077,100mg,com rev lib prol,12/11/2012,2025-04-11T07:30:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180077
metoprolol (succinato),Libbs,QUENZOR,100330208,25mg,cap dura lib prol,18/02/2022,2025-05-22T11:20:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330208
metoprolol (succinato),Libbs,QUENZOR,100330208,50mg,cap dura lib prol,18/02/2022,2025-05-22T11:20:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330208
metoprolol (succinato),Libbs,QUENZOR,100330208,100mg,cap dura lib prol,18/02/2022,2025-05-22T11:20:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330208
