Detentor do registro,cnpj,Produto,Registro,Processo,Data Atualização Bulário,Inclusão na Plataforma,idBulaPacienteProtegido,idBulaProfissionalProtegido
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,ULCTAM,103700793,25351052271202124,17/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTgxMTY2NSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.NaMPC96o-JKh6K_besGkZAztZ8mk5TH2rFJ3rCcVy9FLWonj8wLy4rRKacWxspm0SQqJX222VYWK_7ZHvdcIlA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTgxMTY2NiIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.HGr18vObpDq2a-v5An6Ha8cgAgp-pNFFovhwdbKvm1Miqv00EJnHf6kdO8hSHSeYlEDNpTSt6PTeeaxa4Prh4w
BLAU FARMACÊUTICA S.A.,58430828000160,PIPERAZAM,116370184,25351097229202213,17/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTgyMTg0NyIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.nOnZFDIq1U4_55QskLneRjp9lChnoT8M2C-JWx3GvyR9_O8UItGt6qz94B2wWmVdYB9gQgkX92KmUA_QjhuV_w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTgyMTg0OCIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.qXd7z3AGMHF-xBMtd3LwrdFIox6Z2rGBpztccw3kJ6ce1tD1zpdLtCX3IsS_NE295ra5qV_-onfkUtlDs95l0A
PFIZER BRASIL LTDA,61072393000133,AROMASIN,121100397,25351099743201791,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NTkyNyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.sQk7E_CXgUHyxdkBnMHU6vykTmrwQmT9hYhO4KCuy3ZSaOSbhFeBSk8fmIhuo6oA0wvjvSM7Lg6k393ye2Jf1w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NTkyOCIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.h0S9cBziH_s10BHJTnRfi0-LJ-jQiDD2c9Q_lMjsPvc-jN-_U6TbI5SPggPcKft4VMsSw9KT7syLekjxZcGL0A
PFIZER BRASIL LTDA,61072393000133,DOSTINEX,121100412,25351097400201704,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5MzE1OSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.Qo0zXHwnQPi1ozP2Y0fUUml3_XB53uIaTqs6HwAFExgiLl0lzsfMjf3PYthDH5sLaHCv5A9LP-06hD-VdIv7qA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5MzE2MCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.DxGXYsF8cqt537L7EOn6rzJZ27nnZMKQDkKLpfpZAs0_sgELDiZ4Ds3KGaX4gRzl_iNSMXHWqDNrGZSj8eD1mQ
EUROFARMA LABORATÓRIOS S.A.,61190096000192,DIVALPROATO DE SÓDIO,100431456,25351043198202019,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4Nzg1NSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.2EIpgG2oir37Mt_DFuG6V-7RRkg-wlNQLm6Hw7o8EdIpm7t3oiQZXYx0rNJl4Tl9SKdhX0z487i2f6N2VbFw_A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4Nzg1NiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.QDze7eMC6-6oPOgRG7FFCYzMM03Rteu5lr_X7ixG-v3WVYhv2CkwJFIo9PHIFCNqFUi8freS3dgkimMpNt3IsA
CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,17562075000169,FLORALON,115600237,25351088464202113,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODE5MCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.tiimWMxMOM3vZ88s0V5o9IZt4x5zvYQONXKJLGGTCYRr4emAYUZOWzSDsawkZ3X2pZY5e-8EMqPTLla4CrhfgQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODE5MSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.yPyZF8QfHjChsg083n3p_EyvZRzKaUS47vjfvjH3_as3auR0I_0z2BJyaHWhXPNQUSzAouTkk7a2tIzbArWNIA
EUROFARMA LABORATÓRIOS S.A.,61190096000192,GABA ER,100431453,25351839632202069,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODQ0MiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.jYu0RPpTpasrkNOx8iLZBBOlvd4QsunnCCE2MKhR3Tufa43iyPmXLkBrDh-c4jHjSPZxRaVxOjXhqQnH-qqwuQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODQ0MyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ._cjN3Xt1ceXeBgBbeT8oYP1vpVxMb7vyNEHowxMvGkWmP_Xj0xQ-_sf4wXzdhOVjLU8GtxtGftlgYIvIVAofqA
PFIZER BRASIL LTDA,61072393000133,INLYTA,121100452,25351189362201908,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NDkyMyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.98gUWEov6803LwgCJyhooPNpQ6VkogaIfp4nnOSBE9bU0XEQKNmRUnrZ-malsbpQB4YhbzOK8-os13UleWaYWQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NDkyNCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.bLOF5XRN9_Y-oAi1RlViqZdG45gQ5lOsUxhvX1rmhzpxyBw5qzJnPUGLzUkMR9ABZNgbjKKaH-RlQA2vrqUmcA
TORRENT DO BRASIL LTDA,33078528000132,PREGALPHA,105250084,25351301518201329,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NzQzMCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.Ca-j2E23JIBrOod0Ena7CFLLkAbzBQtK4cTCHXMjLxXn8vW0zsrBo4e4pHQyAOtM1h4WzExWFguD-9V0s8JQmQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5NzQzMSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.ZxL-jIwwZRdotqWTRtiaIHTyE5__p95MZU2mqZr5PRbIQbLmxjZlpBshzrtgXD0Ggl7-PIiU_tMy9vwezBAb3g
EMS SIGMA PHARMA LTDA,00923140000131,TENADREN,135690231,25351044173200412,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODUzOSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.tgzxJ2UXlMJUqR2-ypG6PO14e1gilr9g6qBJ8IbZ0H5ptfd2tV7X4-q3s9b1d3ADfoIkn5SC6Yn79mmy1LjOOg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc4ODU0MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.wEU1Qv781ZAYQYu77adm66bTwS-l-vGpAyEzwkKH4RLyzP_HaW2Ebh0IZvBo36LOTTI2mMSPgVJ6k7uh-DrWnQ
APSEN FARMACEUTICA S/A,62462015000129,ZANIDIP,101180641,25351314429202246,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5OTkzMSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.6ffulWMNjLX0HVLElSJlkW7VHkAmCTVGbFhFpGfMvuqGs8YAwXZrTIsHC_ZxU4JYYOW9b5E6uYPkhv19YY6nBQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5OTkzMiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.MtfyZqxLW14TXz5__3AmgA7roiu-vu-QVAu4TmB9ebF6jHv5yeegaUBteEQVLF9BPBiQPedOrSS2Mr3ez0zR4Q
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,TRAXONOL,154230009,25351001201200326,16/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5MjQyMiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.4YbX9QhN0VRzBvhmxM6cENepUAmY-bU1Ex_5ckg0cSJEHb3UqWyeqkqZAf2Krk_rspkQtF3WQ_T6WMwtVRnZQw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc5MjQyMyIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.TpMf8heP8zSVXenrPOSoLq-6PmldGgv6oZFymeJ7zEjLUNQ90Oxe8dpdN182sW8obCbnoYWo8IQ3_MrcMWDGIA
RANBAXY FARMACÊUTICA LTDA,73663650000190,amoxicilina + clavulanato de potássio,123520273,25351537526201321,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MzY4MCIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.yNsEBsUbb3N8SAdwFS4G8QklTXzjNtNTl7murE1NjF5HkJ0BoWSdQ9VtEIJ30k4ZPYIm-FgWwbleMR5L7VjtAQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MzY4MSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.Fsn4EQIT1GaPmcSOacB9IcIpU4StLk1Qz1ApLyWdBhjrrYGCChjJ9egU0RFNqFuJbHF3VAL9-05Xt4TcJ5W4qA
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,Anastrozol,100470609,25351262891201721,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTk3MCIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.P_ks-n1429TM6GrZj7_7TvbDungc4HsnifAdYd5Gkh8-7FWLoTeM_l5OB1SpC3ip50zdijT-c1X0isDkw1foFA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTk3MSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.rMX7nKDcVgQYHZQkTWklWyiwECxHDVXO_LUX9Bm-8UrKbjfExL__mmF4qlFC8upSqaxAkWdEytA95XdRsttbbg
CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,17562075000169,acetato de ciproterona + etinilestradiol,115600197,25351486519201771,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2MTY1MyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.Zjy-uXWdIAztP124Yve4fCPv8hleebCz9C6rp85lr9YffztYPvjyvjKc0nGB6OqFepZFmCIlI-4RdaUveNuULw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2MTY1NSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.l3gujFlPh1QD6u4IxBYoj5gySdOR8QMUM0yBd8YURBPkbkO2MXrR8WWm6Ldxuy86UzpCCWVQv84MNQ0qPx28BQ
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,BRITENS,104971401,25351245312201586,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2MTk2NSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.lF5gf9Sb_rVK1tg30jRYeYv_OaPLiTBagbKFcLu-mqKt7cPSPIndpYYVRrPnCjc4DTOOaSTjZuAAiXQG_IArSQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2MTk2NiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.5T0HbRaf00Ogb_TrrhNiOU6yAho3bI66T5MtlE-pZmvN8qFDW6wLicg0jg2tpR1reYoUr3nzSv64KOR_nmaoBg
EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA,44639493000180,CEFAZOLINA SÓDICA,174200014,25351277352202305,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3ODAyNiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.h7XwatdqunsHOd58hglVsIGR6X-MO6ouV9htjMr3p-V7CfKjneBkD5JWNPfemW2s9LStjoMjbNkzm6cgFOLLWw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3ODAyNyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.NuRemOW5EZCl2OvE73w52tpk1YM1ZIvvczR72FhBSvUuwR-vcGSOosW61_VZgYlJWEWetMRR55NoQlKJ3lwbBg
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,citrato de sildenafila,103700561,25351105876201112,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2NTY1OCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.vBx7knGI0Ms7FzXARHgHL3ttgOWg60YwNVhBC1N9y_IFjT6Olh2J6FRbSEflVgfpjuDuldthezIwDF6fhZ5HPw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2NTY1OSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.Vp3u2NMsrxZ28PtCeFTpGIS9U9_K7kp7-2xIgU3mTg4q3RlwWZ8EUMza_72xYCpdt29YIcjc7TteSAVn47wIzQ
VIATRIS FARMACEUTICA DO BRASIL LTDA,11643096000122,Dymista,188300058,25351400531201887,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MzgxMCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.wrfuJWni63THucNJD9j6otbOno9Yk_tZ-BblilziSRi72FblPtHBzQxXxtnV-CkbRelVaRbaCgubRvL5IY82Hg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MzgxMSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.hemuc0HKZG9M0V1APaYaYZEJwzljFSzAkHxksxxLYBjBR--v6g0xbOegNai2ecCUKz5KFE283wxuY00-y9D0lw
NATCOFARMA DO BRASIL LTDA,08157293000127,Everolimo,182610002,25351573573201755,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTQxMiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.ZLHqqBfA7_3UBodqc9fnCa9Id_OLKLwFn29f2X7a9SynqSNsl55KSQyE8Md8pOMYeE_LiOeyK1Xl7a8yfWWk0Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTQxMyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.3WdkBhMNWQNMhsHNaDAZyMECfXLFFZF-wMH0PwWx2tFRUUARuxjuUiAKzJVxRQSTRslO9AoHGemU3JkOjaOGaw
NATCOFARMA DO BRASIL LTDA,08157293000127,EXHER,182610004,25351447908201942,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTgxMCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.o-FlH0Sf6SHeTolQBA9zjZxlrJqbX6Hd7cNCMW4IJaQ1kMqcQBZ0xM3J2ed3IoGv8kbJdSaea_pnsveHi3OiBA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTgxMSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.YKLlUvDXJ6-ql-nr_shB83ZQK4bhFr0u1hDfqLZgXRw882dg9fhli_Nv6dYoaNuER7TxWUoAnXWZbPCURQWYQQ
GERMED FARMACEUTICA LTDA,45992062000165,finasterida,105830796,25351055495201540,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MTAyMiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.WWZuCq7MwOmxhWpnIVC4heBrfJp2XIld4xpm_OgtpxOFg0h_NWUvYaSwcmzltk8QeKCLB8yRSGikJ3C_yr087A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MTAyMyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.8zWZUfzNLsXxpFgUnehISIu5uyzU7bOQQNiw0UTI6EA1xLOM46rIIWa6W5kzb7vmsffuc45dZnZKZxgqPRuscQ
GERMED FARMACEUTICA LTDA,45992062000165,FUROATO DE MOMETASONA,105830485,25351320146200532,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3ODI4NiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.PObB2XaZX9fSvAl0dQpVCgHX-PiR55vF456kVs75AWRrMQOWGp1kGDvhLHCP0rEd1Z1Bq2ZpmIMyqDIKPPjvjQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3ODI4NyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.mN2YKMPwAzCfoKc0hxXm4D41GCEVWaxVOXYCmfJHpa0WfQ6rrcFenw5R53Cg8V5ALtwdhhltMVyj7bIJC4p9nQ
GERMED FARMACEUTICA LTDA,45992062000165,FUROATO DE MOMETASONA,105830484,25351309111200542,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MjI2MCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.6SJqYhH4bbi2zayQLElPF7i7t3PzqlCpEah5E4dkZfipfqaAaPKsOtp-Ztvyl-GMGHtkcJg052aM787NnGGndA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc3MjI2MSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.Shw2xPUZnGzpR16hYMP5j6P3aWcdyesjCG3Kl4Y8xAnBFZ2Fihkhd4kWMVE-aELuuLrkuS1ofTrNZKhBZQErAw
EUROFARMA LABORATÓRIOS S.A.,61190096000192,IFOSFAMIDA,100430031,25351038651200374,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2ODE2MyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.ErgXSJ7Ks-ZAD_YPpQNcEjdlV1VdRd1CMVGgI1lLRAEHn-GLh2kB7hEW1mebAr4Knwjwno8aWjvstDPZ5121LA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2ODE2NCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.fItwc18oyUGZPUNhejAwSoUmWAz7ZIik2fdsEhTq5xi5OQlv77cMAj2UntdpPjDJOR56dF5GGWV5RAGyrU4jLA
FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA,09058502000148,SYSTEN,174650002,25351811179202026,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTEyNyIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.Gp2NX_PeNYCkK-My2Eam5tNTY24QPE89q2e7NwbTBZLmOoRfbsWiGtrtA6BrSklw-M51fHG78aFDVaNzFEUBTw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTEyOCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.JVTx4pVVBs-9uTM2quOmUifzvVvkW_m8J8JjkyLh_R9r1U_I6zQM9dJRcXeoXGgsWR7oF5xzaZ6wCXoxVGXOHw
FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA,09058502000148,SYSTEN CONTI,174650003,25351811181202003,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTU2MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.OuHylhhTfYzc2EwAxL56PhU7OMjp3-nF2RZVsR_6F013oc1MfipzuJMxeb2dWjI_K-OyjtC_FoisFIM9dN8qwg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTU2MSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.S-aBG0h7eCBQK5eVFFTfvGdwB5WUR2zHfUVsGYR6gcHX4qWq5y7r_jYxOJ1RcMi1RPS-8J-7LBPB9MOFU7R26A
FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA,09058502000148,SYSTEN SEQUI,174650004,25351811183202094,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTkyNiIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.sNB6OYDsjHMlgrcj8SeY33gcKpAM713jfb_8KmcZYuSYdv6r_VpbI4LCZs-ZkPGX8ksPx3X838p-FcbaJ9Xuiw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTkyNyIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.qbjnqcBfzGINhZ0H20LugeP8MJ3FS18Ld6Saa2cyOCwYpv4ToAhC9DD4cD9Wf2aNMEjOaKsd5EenQAT5ozoPrg
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,telmisartana + hidroclorotiazida,103700794,25351140055202488,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1NzA5OCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.--xXy7Ro131NIV-x-mIK__DdutSLBRAYulFG2cEVAP0tAhESwLt_WBrrDc5sV0hb4VqrmJcgxeuIOJ2XTT8KjQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1NzA5OSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.deByWufkBSPrX5IfsieCMBwSPokkO8989bmGeGwHKXKNCSSCUtzSU6bG1r7-GVelAytudiFkb6BdbVN9akxUhw
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,Tenoftal,103700628,25351751551201490,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1ODA3MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.EuMHah0P9Iy4IYxqkIaqbgASLL2ETcmCaaIfZ03PILPkFhNi-pFSaUDrp-uy-D0Wyt7VfUZ_KWAvkLAxxlOi-A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1ODA3MSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.3GMSTdGO2zrtO5fbu2jUi-S9bNNM17twF9800EJPCtL5TsF6DnlmptJJNfDdCo1coCzfpgdVVGw3fYBaZtplXw
GERMED FARMACEUTICA LTDA,45992062000165,TRIANCINOLONA ACETONIDA,105830393,25351194969200415,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2ODA2MSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.y1Hzb10hAXvcgfI2lvhzjI5OcMzrfWmHB0BsnzPyzyrJezkUqbGB2grye2ppSPFcyN5OJn-9Mm9qS22b7CBtFw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2ODA2MiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.HoNMjlvxSXzXqgJc8S0Mr40kTpEOSF5wXF5b65UzshA25NLa66NeZzEHij-Osj5TOZIVGnfoFd0MMrwyJ_DbvA
EUROFARMA LABORATÓRIOS S.A.,61190096000192,piperacilina sódica + tazobactam sódico,100430810,25351179300200231,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTgyNSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.MIVmuFiOz6UqV1OfvYSFg8JyZClC-ONypxDvajFeAzRwDiAl4WJ9cDgs74TLsfWogKxG4A7sp0ea44zQYLW4_w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc2OTgyNiIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.5WTUZVmvowmU296kda32F5LTpkncSmdwjHxbgxl0tX5xsgZFFC66p73uZRXiVHsZbDzVz0n3a93ttweuPF5H2g
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,POLARYN,103700200,250000097969621,13/09/2024,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1ODE2MiIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.OPx5TVacpjkDkrtB0xSRzfzbbYJdw5b3X_4X78ZXA1j3cUdMvmPWfOcd4yzb1jzOwNLSqd4C9js0sEBNd9Pr3w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNTc1ODE2MyIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.DncPzPTZ2-5ZhwFNhf_Vwh8h0ZY3e5tov7cdJUOwYNNCXE3Iz-9UyQhIkHSqzbL0Tmbzs2CxQP7oV3SX5GVBOA
